id,title,prompt_html,options_json,answer_id,answer_detail_html
"q46","What's the output?","<pre><span>let</span> <span>person</span> <span>=</span> <span>{</span> <span>name</span>: <span class=""pl-s"">'Lydia'</span> <span>}</span><span>;</span>
<span>const</span> <span>members</span> <span>=</span> <span>[</span><span>person</span><span>]</span><span>;</span>
<span>person</span> <span>=</span> <span>null</span><span>;</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>members</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`null`""},{""id"":""B"",""content"":""`[null]`""},{""id"":""C"",""content"":""`[{}]`""},{""id"":""D"",""content"":""`[{ name: \""Lydia\"" }]`""}]","D","<p>First, we declare a variable `person` with the value of an object that has a `name` property.</p>
<a target=""_blank"" rel=""noopener noreferrer"" href=""https://camo.githubusercontent.com/6f38c1e88aba48a5e18362d81794a95ab64774d227682448a78582a8aa3ae229/68747470733a2f2f692e696d6775722e636f6d2f544d4c314d62532e706e67""><img src=""https://camo.githubusercontent.com/6f38c1e88aba48a5e18362d81794a95ab64774d227682448a78582a8aa3ae229/68747470733a2f2f692e696d6775722e636f6d2f544d4c314d62532e706e67"" width=""200"" data-canonical-src=""https://i.imgur.com/TML1MbS.png"" style=""max-width: 100%;""></a>
<p>Then, we declare a variable called `members`. We set the first element of that array equal to the value of the `person` variable. Objects interact by <em>reference</em> when setting them equal to each other. When you assign a reference from one variable to another, you make a <em>copy</em> of that reference. (note that they don't have the <em>same</em> reference!)</p>
<a target=""_blank"" rel=""noopener noreferrer"" href=""https://camo.githubusercontent.com/a2aff47ba86b7282bd649d2c63f9edbf8b68e6d3d49330afd50b969d219df54f/68747470733a2f2f692e696d6775722e636f6d2f465347354b33462e706e67""><img src=""https://camo.githubusercontent.com/a2aff47ba86b7282bd649d2c63f9edbf8b68e6d3d49330afd50b969d219df54f/68747470733a2f2f692e696d6775722e636f6d2f465347354b33462e706e67"" width=""300"" data-canonical-src=""https://i.imgur.com/FSG5K3F.png"" style=""max-width: 100%;""></a>
<p>Then, we set the variable `person` equal to `null`.</p>
<a target=""_blank"" rel=""noopener noreferrer"" href=""https://camo.githubusercontent.com/fc32426b0075e5ba126cef4178e8f15bf6aa5e116982ba75b4d55b659958f703/68747470733a2f2f692e696d6775722e636f6d2f73596a63734d542e706e67""><img src=""https://camo.githubusercontent.com/fc32426b0075e5ba126cef4178e8f15bf6aa5e116982ba75b4d55b659958f703/68747470733a2f2f692e696d6775722e636f6d2f73596a63734d542e706e67"" width=""300"" data-canonical-src=""https://i.imgur.com/sYjcsMT.png"" style=""max-width: 100%;""></a>
<p>We are only modifying the value of the `person` variable, and not the first element in the array, since that element has a different (copied) reference to the object. The first element in `members` still holds its reference to the original object. When we log the `members` array, the first element still holds the value of the object, which gets logged.</p>
<p></p>"
"q47","What's the output?","<pre><span>const</span> <span>person</span> <span>=</span> <span>{</span>
  <span>name</span>: <span class=""pl-s"">'Lydia'</span><span>,</span>
  <span>age</span>: <span>21</span><span>,</span>
<span>}</span><span>;</span>

<span>for</span> <span>(</span><span>const</span> <span>item</span> <span>in</span> <span>person</span><span>)</span> <span>{</span>
  <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>item</span><span>)</span><span>;</span>
<span>}</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`{ name: \""Lydia\"" }, { age: 21 }`""},{""id"":""B"",""content"":""`\""name\"", \""age\""`""},{""id"":""C"",""content"":""`\""Lydia\"", 21`""},{""id"":""D"",""content"":""`[\""name\"", \""Lydia\""], [\""age\"", 21]`""}]","B","<p>With a `for-in` loop, we can iterate through object keys, in this case `name` and `age`. Under the hood, object keys are strings (if they're not a Symbol). On every loop, we set the value of `item` equal to the current key it’s iterating over. First, `item` is equal to `name`, and gets logged. Then, `item` is equal to `age`, which gets logged.</p>
<p></p>"
"q48","What's the output?","<pre><span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>3</span> <span>+</span> <span>4</span> <span>+</span> <span class=""pl-s"">'5'</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`\""345\""`""},{""id"":""B"",""content"":""`\""75\""`""},{""id"":""C"",""content"":""`12`""},{""id"":""D"",""content"":""`\""12\""`""}]","B","<p>Operator associativity is the order in which the compiler evaluates the expressions, either left-to-right or right-to-left. This only happens if all operators have the <em>same</em> precedence. We only have one type of operator: `+`. For addition, the associativity is left-to-right.</p>
<p>`3 + 4` gets evaluated first. This results in the number `7`.</p>
<p>`7 + '5'` results in `""75""` because of coercion. JavaScript converts the number `7` into a string, see question 15. We can concatenate two strings using the `+`operator. `""7"" + ""5""` results in `""75""`.</p>
<p></p>"
"q49","What's the value of num?","<pre><span>const</span> <span>num</span> <span>=</span> <span class=""pl-en"">parseInt</span><span>(</span><span class=""pl-s"">'7*6'</span><span>,</span> <span>10</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`42`""},{""id"":""B"",""content"":""`\""42\""`""},{""id"":""C"",""content"":""`7`""},{""id"":""D"",""content"":""`NaN`""}]","C","<p>Only the first numbers in the string is returned. Based on the <em>radix</em> (the second argument in order to specify what type of number we want to parse it to: base 10, hexadecimal, octal, binary, etc.), the `parseInt` checks whether the characters in the string are valid. Once it encounters a character that isn't a valid number in the radix, it stops parsing and ignores the following characters.</p>
<p>`*` is not a valid number. It only parses `""7""` into the decimal `7`. `num` now holds the value of `7`.</p>
<p></p>"
"q50","What's the output?","<pre><span>[</span><span>1</span><span>,</span> <span>2</span><span>,</span> <span>3</span><span>]</span><span>.</span><span class=""pl-en"">map</span><span>(</span><span>num</span> <span>=></span> <span>{</span>
  <span>if</span> <span>(</span><span>typeof</span> <span>num</span> <span>===</span> <span class=""pl-s"">'number'</span><span>)</span> <span>return</span><span>;</span>
  <span>return</span> <span>num</span> <span>*</span> <span>2</span><span>;</span>
<span>}</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`[]`""},{""id"":""B"",""content"":""`[null, null, null]`""},{""id"":""C"",""content"":""`[undefined, undefined, undefined]`""},{""id"":""D"",""content"":""`[ 3 x empty ]`""}]","C","<p>When mapping over the array, the value of `num` is equal to the element it’s currently looping over. In this case, the elements are numbers, so the condition of the if statement `typeof num === ""number""` returns `true`. The map function creates a new array and inserts the values returned from the function.</p>
<p>However, we don’t return a value. When we don’t return a value from the function, the function returns `undefined`. For every element in the array, the function block gets called, so for each element we return `undefined`.</p>
<p></p>"
"q51","What's the output?","<pre><span>function</span> <span class=""pl-en"">getInfo</span><span>(</span><span>member</span><span>,</span> <span>year</span><span>)</span> <span>{</span>
  <span>member</span><span>.</span><span>name</span> <span>=</span> <span class=""pl-s"">'Lydia'</span><span>;</span>
  <span>year</span> <span>=</span> <span class=""pl-s"">'1998'</span><span>;</span>
<span>}</span>

<span>const</span> <span>person</span> <span>=</span> <span>{</span> <span>name</span>: <span class=""pl-s"">'Sarah'</span> <span>}</span><span>;</span>
<span>const</span> <span>birthYear</span> <span>=</span> <span class=""pl-s"">'1997'</span><span>;</span>

<span class=""pl-en"">getInfo</span><span>(</span><span>person</span><span>,</span> <span>birthYear</span><span>)</span><span>;</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>person</span><span>,</span> <span>birthYear</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`{ name: \""Lydia\"" }, \""1997\""`""},{""id"":""B"",""content"":""`{ name: \""Sarah\"" }, \""1998\""`""},{""id"":""C"",""content"":""`{ name: \""Lydia\"" }, \""1998\""`""},{""id"":""D"",""content"":""`{ name: \""Sarah\"" }, \""1997\""`""}]","A","<p>Arguments are passed by <em>value</em>, unless their value is an object, then they're passed by <em>reference</em>. `birthYear` is passed by value, since it's a string, not an object. When we pass arguments by value, a <em>copy</em> of that value is created (see question 46).</p>
<p>The variable `birthYear` has a reference to the value `""1997""`. The argument `year` also has a reference to the value `""1997""`, but it's not the same value as `birthYear` has a reference to. When we update the value of `year` by setting `year` equal to `""1998""`, we are only updating the value of `year`. `birthYear` is still equal to `""1997""`.</p>
<p>The value of `person` is an object. The argument `member` has a (copied) reference to the <em>same</em> object. When we modify a property of the object `member` has a reference to, the value of `person` will also be modified, since they both have a reference to the same object. `person`'s `name` property is now equal to the value `""Lydia""`</p>
<p></p>"
"q52","What's the output?","<pre><span>function</span> <span class=""pl-en"">greeting</span><span>(</span><span>)</span> <span>{</span>
  <span>throw</span> <span class=""pl-s"">'Hello world!'</span><span>;</span>
<span>}</span>

<span>function</span> <span class=""pl-en"">sayHi</span><span>(</span><span>)</span> <span>{</span>
  <span>try</span> <span>{</span>
    <span>const</span> <span>data</span> <span>=</span> <span class=""pl-en"">greeting</span><span>(</span><span>)</span><span>;</span>
    <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-s"">'It worked!'</span><span>,</span> <span>data</span><span>)</span><span>;</span>
  <span>}</span> <span>catch</span> <span>(</span><span>e</span><span>)</span> <span>{</span>
    <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-s"">'Oh no an error:'</span><span>,</span> <span>e</span><span>)</span><span>;</span>
  <span>}</span>
<span>}</span>

<span class=""pl-en"">sayHi</span><span>(</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`It worked! Hello world!`""},{""id"":""B"",""content"":""`Oh no an error: undefined`""},{""id"":""C"",""content"":""`SyntaxError: can only throw Error objects`""},{""id"":""D"",""content"":""`Oh no an error: Hello world!`""}]","D","<p>With the `throw` statement, we can create custom errors. With this statement, you can throw exceptions. An exception can be a <b>string</b>, a <b>number</b>, a <b>boolean</b> or an <b>object</b>. In this case, our exception is the string `'Hello world!'`.</p>
<p>With the `catch` statement, we can specify what to do if an exception is thrown in the `try` block. An exception is thrown: the string `'Hello world!'`. `e` is now equal to that string, which we log. This results in `'Oh an error: Hello world!'`.</p>
<p></p>"
"q53","What's the output?","<pre><span>function</span> <span class=""pl-v"">Car</span><span>(</span><span>)</span> <span>{</span>
  <span>this</span><span>.</span><span>make</span> <span>=</span> <span class=""pl-s"">'Lamborghini'</span><span>;</span>
  <span>return</span> <span>{</span> <span>make</span>: <span class=""pl-s"">'Maserati'</span> <span>}</span><span>;</span>
<span>}</span>

<span>const</span> <span>myCar</span> <span>=</span> <span>new</span> <span class=""pl-v"">Car</span><span>(</span><span>)</span><span>;</span>
<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>myCar</span><span>.</span><span>make</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`\""Lamborghini\""`""},{""id"":""B"",""content"":""`\""Maserati\""`""},{""id"":""C"",""content"":""`ReferenceError`""},{""id"":""D"",""content"":""`TypeError`""}]","B","<p>When you return a property, the value of the property is equal to the <em>returned</em> value, not the value set in the constructor function. We return the string `""Maserati""`, so `myCar.make` is equal to `""Maserati""`.</p>
<p></p>"
"q54","What's the output?","<pre><span>(</span><span>(</span><span>)</span> <span>=></span> <span>{</span>
  <span>let</span> <span>x</span> <span>=</span> <span>(</span><span>y</span> <span>=</span> <span>10</span><span>)</span><span>;</span>
<span>}</span><span>)</span><span>(</span><span>)</span><span>;</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>typeof</span> <span>x</span><span>)</span><span>;</span>
<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>typeof</span> <span>y</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`\""undefined\"", \""number\""`""},{""id"":""B"",""content"":""`\""number\"", \""number\""`""},{""id"":""C"",""content"":""`\""object\"", \""number\""`""},{""id"":""D"",""content"":""`\""number\"", \""undefined\""`""}]","A","<p>`let x = (y = 10);` is actually shorthand for:</p>
<div class=""highlight highlight-source-js position-relative overflow-auto""><pre><span>y</span> <span>=</span> <span>10</span><span>;</span>
<span>let</span> <span>x</span> <span>=</span> <span>y</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div></div>
<p>When we set `y` equal to `10`, we actually add a property `y` to the global object (`window` in browser, `global` in Node). In a browser, `window.y` is now equal to `10`.</p>
<p>Then, we declare a variable `x` with the value of `y`, which is `10`. Variables declared with the `let` keyword are <em>block scoped</em>, they are only defined within the block they're declared in; the immediately invoked function expression (IIFE) in this case. When we use the `typeof` operator, the operand `x` is not defined: we are trying to access `x` outside of the block it's declared in. This means that `x` is not defined. Values who haven't been assigned a value or declared are of type `""undefined""`. `console.log(typeof x)` returns `""undefined""`.</p>
<p>However, we created a global variable `y` when setting `y` equal to `10`. This value is accessible anywhere in our code. `y` is defined, and holds a value of type `""number""`. `console.log(typeof y)` returns `""number""`.</p>
<p></p>"
"q55","What's the output?","<pre><span>class</span> <span class=""pl-v"">Dog</span> <span>{</span>
  <span class=""pl-en"">constructor</span><span>(</span><span>name</span><span>)</span> <span>{</span>
    <span>this</span><span>.</span><span>name</span> <span>=</span> <span>name</span><span>;</span>
  <span>}</span>
<span>}</span>

<span class=""pl-v"">Dog</span><span>.</span><span>prototype</span><span>.</span><span class=""pl-en"">bark</span> <span>=</span> <span>function</span><span>(</span><span>)</span> <span>{</span>
  <span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-s"">`Woof I am <span><span>${</span><span>this</span><span>.</span><span>name</span><span>}</span></span>`</span><span>)</span><span>;</span>
<span>}</span><span>;</span>

<span>const</span> <span>pet</span> <span>=</span> <span>new</span> <span class=""pl-v"">Dog</span><span>(</span><span class=""pl-s"">'Mara'</span><span>)</span><span>;</span>

<span>pet</span><span>.</span><span class=""pl-en"">bark</span><span>(</span><span>)</span><span>;</span>

<span>delete</span> <span class=""pl-v"">Dog</span><span>.</span><span>prototype</span><span>.</span><span>bark</span><span>;</span>

<span>pet</span><span>.</span><span class=""pl-en"">bark</span><span>(</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`\""Woof I am Mara\""`, `TypeError`""},{""id"":""B"",""content"":""`\""Woof I am Mara\""`, `\""Woof I am Mara\""`""},{""id"":""C"",""content"":""`\""Woof I am Mara\""`, `undefined`""},{""id"":""D"",""content"":""`TypeError`, `TypeError`""}]","A","<p>We can delete properties from objects using the `delete` keyword, also on the prototype. By deleting a property on the prototype, it is not available anymore in the prototype chain. In this case, the `bark` function is not available anymore on the prototype after `delete Dog.prototype.bark`, yet we still try to access it.</p>
<p>When we try to invoke something that is not a function, a `TypeError` is thrown. In this case `TypeError: pet.bark is not a function`, since `pet.bark` is `undefined`.</p>
<p></p>"
"q56","What's the output?","<pre><span>const</span> <span>set</span> <span>=</span> <span>new</span> <span class=""pl-v"">Set</span><span>(</span><span>[</span><span>1</span><span>,</span> <span>1</span><span>,</span> <span>2</span><span>,</span> <span>3</span><span>,</span> <span>4</span><span>]</span><span>)</span><span>;</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>set</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`[1, 1, 2, 3, 4]`""},{""id"":""B"",""content"":""`[1, 2, 3, 4]`""},{""id"":""C"",""content"":""`{1, 1, 2, 3, 4}`""},{""id"":""D"",""content"":""`{1, 2, 3, 4}`""}]","D","<p>The `Set` object is a collection of <em>unique</em> values: a value can only occur once in a set.</p>
<p>We passed the iterable `[1, 1, 2, 3, 4]` with a duplicate value `1`. Since we cannot have two of the same values in a set, one of them is removed. This results in `{1, 2, 3, 4}`.</p>
<p></p>"
"q57","What's the output?","<pre><span class=""pl-c"">// counter.js</span>
<span class=""pl-k"">let</span> <span class=""pl-s1"">counter</span> <span class=""pl-c1"">=</span> <span class=""pl-c1"">10</span><span class=""pl-kos"">;</span>
<span class=""pl-k"">export</span> <span class=""pl-k"">default</span> <span class=""pl-s1"">counter</span><span class=""pl-kos"">;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>
<pre><span class=""pl-c"">// index.js</span>
<span class=""pl-k"">import</span> <span class=""pl-s1"">myCounter</span> <span class=""pl-k"">from</span> <span class=""pl-s"">'./counter'</span><span class=""pl-kos"">;</span>

<span class=""pl-s1"">myCounter</span> <span class=""pl-c1"">+=</span> <span class=""pl-c1"">1</span><span class=""pl-kos"">;</span>

<span class=""pl-smi"">console</span><span class=""pl-kos"">.</span><span class=""pl-en"">log</span><span class=""pl-kos"">(</span><span class=""pl-s1"">myCounter</span><span class=""pl-kos"">)</span><span class=""pl-kos"">;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""10""},{""id"":""B"",""content"":""11""},{""id"":""C"",""content"":""Error""},{""id"":""D"",""content"":""NaN""}]","C","<p>Imported bindings are read-only, so reassigning the default import throws an error.</p>"
"q58","What's the output?","<pre><span>const</span> <span>name</span> <span>=</span> <span class=""pl-s"">'Lydia'</span><span>;</span>
<span>age</span> <span>=</span> <span>21</span><span>;</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>delete</span> <span>name</span><span>)</span><span>;</span>
<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>delete</span> <span>age</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`false`, `true`""},{""id"":""B"",""content"":""`\""Lydia\""`, `21`""},{""id"":""C"",""content"":""`true`, `true`""},{""id"":""D"",""content"":""`undefined`, `undefined`""}]","A","<p>The `delete` operator returns a boolean value: `true` on a successful deletion, else it'll return `false`. However, variables declared with the `var`, `const` or `let` keyword cannot be deleted using the `delete` operator.</p>
<p>The `name` variable was declared with a `const` keyword, so its deletion is not successful: `false` is returned. When we set `age` equal to `21`, we actually added a property called `age` to the global object. You can successfully delete properties from objects this way, also the global object, so `delete age` returns `true`.</p>
<p></p>"
"q59","What's the output?","<pre><span>const</span> <span>numbers</span> <span>=</span> <span>[</span><span>1</span><span>,</span> <span>2</span><span>,</span> <span>3</span><span>,</span> <span>4</span><span>,</span> <span>5</span><span>]</span><span>;</span>
<span>const</span> <span>[</span><span>y</span><span>]</span> <span>=</span> <span>numbers</span><span>;</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>y</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`[[1, 2, 3, 4, 5]]`""},{""id"":""B"",""content"":""`[1, 2, 3, 4, 5]`""},{""id"":""C"",""content"":""`1`""},{""id"":""D"",""content"":""`[1]`""}]","C","<p>We can unpack values from arrays or properties from objects through destructuring. For example:</p>
<div class=""highlight highlight-source-js position-relative overflow-auto""><pre><span>[</span><span>a</span><span>,</span> <span>b</span><span>]</span> <span>=</span> <span>[</span><span>1</span><span>,</span> <span>2</span><span>]</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div></div>
<a target=""_blank"" rel=""noopener noreferrer"" href=""https://camo.githubusercontent.com/901b361611a602f20ffce12f21c3a266ff74c8f1ef7fe64fb9b7e80bedc91562/68747470733a2f2f692e696d6775722e636f6d2f4e7a476b4d4e6b2e706e67""><img src=""https://camo.githubusercontent.com/901b361611a602f20ffce12f21c3a266ff74c8f1ef7fe64fb9b7e80bedc91562/68747470733a2f2f692e696d6775722e636f6d2f4e7a476b4d4e6b2e706e67"" width=""200"" data-canonical-src=""https://i.imgur.com/NzGkMNk.png"" style=""max-width: 100%;""></a>
<p>This means that the value of `y` is equal to the first value in the array, which is the number `1`. When we log `y`, `1` is returned.</p>
<p></p>"
"q60","What's the output?","<pre><span>const</span> <span>user</span> <span>=</span> <span>{</span> <span>name</span>: <span class=""pl-s"">'Lydia'</span><span>,</span> <span>age</span>: <span>21</span> <span>}</span><span>;</span>
<span>const</span> <span>admin</span> <span>=</span> <span>{</span> <span>admin</span>: <span>true</span><span>,</span> ...<span>user</span> <span>}</span><span>;</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>admin</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`{ admin: true, user: { name: \""Lydia\"", age: 21 } }`""},{""id"":""B"",""content"":""`{ admin: true, name: \""Lydia\"", age: 21 }`""},{""id"":""C"",""content"":""`{ admin: true, user: [\""Lydia\"", 21] }`""},{""id"":""D"",""content"":""`{ admin: true }`""}]","B","<p>It's possible to combine objects using the spread operator `...`. It lets you create copies of the key/value pairs of one object, and add them to another object. In this case, we create copies of the `user` object, and add them to the `admin` object. The `admin` object now contains the copied key/value pairs, which results in `{ admin: true, name: ""Lydia"", age: 21 }`.</p>
<p></p>"
"q61","What's the output?","<pre><span>const</span> <span>person</span> <span>=</span> <span>{</span> <span>name</span>: <span class=""pl-s"">'Lydia'</span> <span>}</span><span>;</span>

<span class=""pl-v"">Object</span><span>.</span><span class=""pl-en"">defineProperty</span><span>(</span><span>person</span><span>,</span> <span class=""pl-s"">'age'</span><span>,</span> <span>{</span> <span>value</span>: <span>21</span> <span>}</span><span>)</span><span>;</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>person</span><span>)</span><span>;</span>
<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span class=""pl-v"">Object</span><span>.</span><span class=""pl-en"">keys</span><span>(</span><span>person</span><span>)</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`{ name: \""Lydia\"", age: 21 }`, `[\""name\"", \""age\""]`""},{""id"":""B"",""content"":""`{ name: \""Lydia\"", age: 21 }`, `[\""name\""]`""},{""id"":""C"",""content"":""`{ name: \""Lydia\""}`, `[\""name\"", \""age\""]`""},{""id"":""D"",""content"":""`{ name: \""Lydia\""}`, `[\""age\""]`""}]","B","<p>With the `defineProperty` method, we can add new properties to an object, or modify existing ones. When we add a property to an object using the `defineProperty` method, they are by default <em>not enumerable</em>. The `Object.keys` method returns all <em>enumerable</em> property names from an object, in this case only `""name""`.</p>
<p>Properties added using the `defineProperty` method are immutable by default. You can override this behavior using the `writable`, `configurable` and `enumerable` properties. This way, the `defineProperty` method gives you a lot more control over the properties you're adding to an object.</p>
<p></p>"
"q62","What's the output?","<pre><span>const</span> <span>settings</span> <span>=</span> <span>{</span>
  <span>username</span>: <span class=""pl-s"">'lydiahallie'</span><span>,</span>
  <span>level</span>: <span>19</span><span>,</span>
  <span>health</span>: <span>90</span><span>,</span>
<span>}</span><span>;</span>

<span>const</span> <span>data</span> <span>=</span> <span>JSON</span><span>.</span><span class=""pl-en"">stringify</span><span>(</span><span>settings</span><span>,</span> <span>[</span><span class=""pl-s"">'level'</span><span>,</span> <span class=""pl-s"">'health'</span><span>]</span><span>)</span><span>;</span>
<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>data</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`\""{\""level\"":19, \""health\"":90}\""`""},{""id"":""B"",""content"":""`\""{\""username\"": \""lydiahallie\""}\""`""},{""id"":""C"",""content"":""`\""[\""level\"", \""health\""]\""`""},{""id"":""D"",""content"":""`\""{\""username\"": \""lydiahallie\"", \""level\"":19, \""health\"":90}\""`""}]","A","<p>The second argument of `JSON.stringify` is the <em>replacer</em>. The replacer can either be a function or an array, and lets you control what and how the values should be stringified.</p>
<p>If the replacer is an <em>array</em>, only the property names included in the array will be added to the JSON string. In this case, only the properties with the names `""level""` and `""health""` are included, `""username""` is excluded. `data` is now equal to `""{""level"":19, ""health"":90}""`.</p>
<p>If the replacer is a <em>function</em>, this function gets called on every property in the object you're stringifying. The value returned from this function will be the value of the property when it's added to the JSON string. If the value is `undefined`, this property is excluded from the JSON string.</p>
<p></p>"
"q63","What's the output?","<pre><span>let</span> <span>num</span> <span>=</span> <span>10</span><span>;</span>

<span>const</span> <span class=""pl-en"">increaseNumber</span> <span>=</span> <span>(</span><span>)</span> <span>=></span> <span>num</span><span>++</span><span>;</span>
<span>const</span> <span class=""pl-en"">increasePassedNumber</span> <span>=</span> <span>number</span> <span>=></span> <span>number</span><span>++</span><span>;</span>

<span>const</span> <span>num1</span> <span>=</span> <span class=""pl-en"">increaseNumber</span><span>(</span><span>)</span><span>;</span>
<span>const</span> <span>num2</span> <span>=</span> <span class=""pl-en"">increasePassedNumber</span><span>(</span><span>num1</span><span>)</span><span>;</span>

<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>num1</span><span>)</span><span>;</span>
<span>console</span><span>.</span><span class=""pl-en"">log</span><span>(</span><span>num2</span><span>)</span><span>;</span></pre><div class=""zeroclipboard-container position-absolute right-0 top-0"">
     
  </div>","[{""id"":""A"",""content"":""`10`, `10`""},{""id"":""B"",""content"":""`10`, `11`""},{""id"":""C"",""content"":""`11`, `11`""},{""id"":""D"",""content"":""`11`, `12`""}]","A","<p>The unary operator `++` <em>first returns</em> the value of the operand, <em>then increments</em> the value of the operand. The value of `num1` is `10`, since the `increaseNumber` function first returns the value of `num`, which is `10`, and only increments the value of `num` afterwards.</p>
<p>`num2` is `10`, since we passed `num1` to the `increasePassedNumber`. `number` is equal to `10`(the value of `num1`. Again, the unary operator `++` <em>first returns</em> the value of the operand, <em>then increments</em> the value of the operand. The value of `number` is `10`, so `num2` is equal to `10`.</p>
<p></p>"
